,Shortest,Common,Jaccard,PA1,PA2,katz
"(43510, 43512)",0.0,0,0,0.0,0.015258698535195715,-100
"(26465, 31278)",0.0,0,1,0.0,0.016021633461955502,-100
"(8077, 8080)",0.0,0,0,0.0,0.015258698535195715,-100
"(38529, 38738)",0.04,1,168,0.4170323914242463,0.028734333933796596,-2
"(38666, 38863)",0.0,0,336,0.0,0.046429526154247086,-3
"(13413, 13922)",0.0,0,15,0.0,0.01823292405367606,-100
"(27197, 19175)",0.0,0,2,0.0,0.016021633461955502,-100
"(8414, 38873)",0.0,0,140,0.0,0.03911385079929502,-100
"(8439, 8440)",0.0,0,140,0.0,0.017792405426964964,-100
"(38008, 38209)",0.038461538461538464,1,170,0.33380820069533407,0.030505847082458057,-5
"(37986, 38172)",0.0,0,120,0.0,0.021225676851763534,-100
"(2629, 38772)",0.0,0,0,0.0,0.020468833441598173,-100
"(23938, 23476)",0.0,0,0,0.0,0.016021633461955502,-100
"(38029, 21820)",0.0,0,0,0.0,0.01714026391026923,-100
"(40020, 33542)",0.0,0,4,0.0,0.016860861881391267,-100
"(45047, 45055)",0.0,0,0,0.0,0.015258698535195715,-100
"(38719, 38076)",0.0,0,91,0.0,0.021545865519154363,-100
"(26076, 38706)",0.0,0,11,0.0,0.02327480735666359,-100
"(8422, 38175)",0.0,0,90,0.0,0.023567256328094727,-100
"(2726, 2729)",0.0,0,0,0.0,0.015258698535195715,-100
"(38631, 3933)",0.0,0,54,0.0,0.019682333331770697,-100
"(38611, 5474)",0.0,0,19,0.0,0.019993701571144974,-100
"(42873, 47752)",0.0,0,0,0.0,0.015258698535195715,-100
"(2005, 14328)",0.0,0,4,0.0,0.01678456838871529,-100
"(38619, 38689)",0.043478260869565216,1,143,0.35295612386476116,0.029399734366885547,-100
"(17094, 17110)",0.0,0,6,0.0,0.01777638379350301,-100
"(38568, 38723)",0.0,0,90,0.0,0.020065188573782367,-100
"(44445, 38781)",0.0,0,21,0.0,0.03874697213180853,-100
"(38158, 38230)",0.05,1,110,0.3459762562611936,0.024627541831421552,-5
"(37986, 6900)",0.0,0,12,0.0,0.017547503315475076,-100
"(38214, 38307)",0.04,1,144,0.36067376022224085,0.041429886504748804,-3
"(38736, 38786)",0.0,0,144,0.0,0.041285363444028084,-100
"(4041, 8631)",0.0,0,11,0.0,0.02764352527324068,-100
"(38748, 38838)",0.0,0,294,0.0,0.04246991087492462,-100
"(38229, 38251)",0.0,0,195,0.0,0.043962129538015385,-100
"(8945, 8946)",0.0,0,1,0.0,0.01678456838871529,-100
"(15493, 15507)",0.0,0,0,0.0,0.016021633461955502,-100
"(37997, 8640)",0.0,0,120,0.0,0.023214776249195053,-100
"(38056, 8510)",0.0,0,120,0.0,0.022165940819843587,-100
"(38587, 17101)",0.0,0,60,0.0,0.023304076218355684,-100
"(38052, 38552)",0.0,0,160,0.0,0.01858585775079514,-100
"(37991, 38299)",0.0,0,108,0.0,0.03421608921510999,-4
"(15491, 39030)",0.0,0,12,0.0,0.02608303525615922,-100
"(3906, 20601)",0.0,0,0,0.0,0.015258698535195715,-100
"(43436, 43443)",0.0,0,0,0.0,0.015258698535195715,-100
"(4393, 26051)",0.0,0,3,0.0,0.016021633461955502,-100
"(38185, 38077)",0.05263157894736842,1,100,0.4170323914242463,0.026251840033172155,-100
"(37519, 43318)",0.0,0,1,0.0,0.016021633461955502,-100
"(33647, 34226)",0.0,0,0,0.0,0.015258698535195715,-100
"(3484, 3485)",0.0,0,0,0.0,0.016860861881391263,-100
"(2763, 30826)",0.0,0,6,0.0,0.01678456838871529,-100
"(38081, 38005)",0.03333333333333333,1,228,0.40242960438184466,0.019920230937698007,-100
"(4389, 16493)",0.0,0,1,0.0,0.016021633461955502,-100
"(23058, 23064)",0.0,0,0,0.0,0.015258698535195715,-100
"(31665, 36931)",0.0,0,13,0.0,0.015258698535195715,-100
"(1490, 16889)",0.0,0,0,0.0,0.015258698535195715,-100
"(42791, 38697)",0.0,0,38,0.0,0.03081660599622373,-100
"(12078, 30376)",0.0,0,0,0.0,0.015258698535195715,-100
"(38121, 38849)",0.0,0,143,0.0,0.037829488057876046,-100
"(38743, 38807)",0.0,0,195,0.0,0.04130315758131732,-5
"(38830, 8601)",0.0,0,208,0.0,0.045843693944161545,-100
"(8412, 21313)",0.0,0,4,0.0,0.016021633461955502,-100
"(38059, 8809)",0.0,0,11,0.0,0.01678456838871529,-100
"(38627, 39110)",0.0,0,10,0.0,0.018932695597849408,-100
"(10646, 10650)",0.0,0,0,0.0,0.015258698535195715,-100
"(8464, 8638)",0.058823529411764705,1,77,0.36067376022224085,0.024641528908167572,-2
"(36379, 8625)",0.0,0,57,0.0,0.03754062228662193,-100
"(8510, 28596)",0.0,0,8,0.0,0.021403005893083804,-100
"(38055, 39030)",0.0,0,54,0.0,0.027192495226653297,-100
"(8485, 8577)",0.0,0,70,0.0,0.021133772855998934,-100
"(38683, 38857)",0.07692307692307693,2,187,0.6792465437902172,0.04490769778828569,-3
"(2293, 21134)",0.0,0,0,0.0,0.015258698535195715,-100
"(19836, 19838)",0.0,0,0,0.0,0.015258698535195715,-100
"(30652, 30654)",0.0,0,0,0.0,0.015258698535195715,-100
"(6808, 29885)",0.0,0,0,0.0,0.015258698535195715,-100
"(38155, 38188)",0.0,0,72,0.0,0.029775043831521495,-100
"(19657, 38222)",0.0,0,7,0.0,0.020841751196790922,-100
"(38572, 38873)",0.03571428571428571,1,210,0.3789231816899512,0.04011329555335034,-2
"(8409, 8623)",0.0,0,80,0.0,0.0256273389164554,-3
"(38605, 38692)",0.0,0,99,0.0,0.02006003113367747,-100
"(1845, 38667)",0.0,0,26,0.0,0.024835209865108947,-100
"(4503, 32730)",0.0,0,0,0.0,0.015258698535195715,-100
"(30217, 8623)",0.0,0,10,0.0,0.024788110497019636,-100
"(38051, 38870)",0.0,0,144,0.0,0.03844857147449634,-100
"(36003, 38745)",0.0,0,0,0.0,0.023176051640684835,-100
"(816, 818)",0.0,0,8,0.0,0.015258698535195715,-100
"(26765, 17474)",0.0,0,1,0.0,0.016021633461955502,-100
"(38791, 38265)",0.0,0,56,0.0,0.04016489668763913,-100
"(38622, 31916)",0.0,0,13,0.0,0.01678456838871529,-100
"(37996, 8925)",0.0,0,7,0.0,0.016021633461955502,-100
"(51349, 38626)",0.0,0,36,0.0,0.02208107039746228,-100
"(38057, 38112)",0.058823529411764705,1,80,0.43429448190325176,0.022515303401674885,-100
"(27736, 38310)",0.0,0,12,0.0,0.03630234305017859,-100
"(38565, 38870)",0.045454545454545456,1,132,0.36926937306885504,0.0367380713687009,-2
"(4352, 17355)",0.0,0,0,0.0,0.015258698535195715,-100
"(32547, 38873)",0.0,0,0,0.0,0.03835091587253523,-100
"(2395, 38619)",0.0,0,0,0.0,0.019231636390201694,-100
"(38046, 3092)",0.0,0,8,0.0,0.017547503315475076,-100
"(38090, 38162)",0.047619047619047616,1,117,0.43429448190325176,0.0323047182383647,-100
"(38083, 38194)",0.0,0,204,0.0,0.03148655084357457,-3
"(8516, 38129)",0.0,0,77,0.0,0.0205939024780269,-100
"(13872, 37128)",0.0,0,0,0.0,0.015258698535195715,-100
"(8419, 38179)",0.0,0,176,0.0,0.029535414164947357,-100
"(18010, 48592)",0.0,0,1,0.0,0.016021633461955502,-100
"(38205, 38800)",0.0,0,144,0.0,0.03957707444571998,-100
"(38003, 38272)",0.0,0,216,0.0,0.03303193477199423,-3
"(18220, 47816)",0.0,0,0,0.0,0.015258698535195715,-100
"(36460, 36461)",0.0,0,0,0.0,0.015258698535195715,-100
"(38753, 38808)",0.0,0,88,0.0,0.03277925101416666,-100
"(35905, 43882)",0.0,0,0,0.0,0.015258698535195715,-100
"(38085, 38245)",0.05555555555555555,1,84,0.3396232718951086,0.03253736102317307,-2
"(38531, 38610)",0.0,0,132,0.0,0.018792613115947043,-100
"(30798, 26901)",0.0,0,1,0.0,0.016021633461955502,-100
"(38771, 38809)",0.0,0,240,0.0,0.04351519217954912,-100
"(38782, 38149)",0.0,0,144,0.0,0.04300504758499681,-100
"(3836, 38649)",0.0,0,112,0.0,0.018936044882177882,-100
"(14006, 47694)",0.0,0,0,0.0,0.016021633461955502,-100
"(34058, 34059)",0.0,0,0,0.0,0.015258698535195715,-100
"(22871, 38251)",0.0,0,13,0.0,0.028885916751827303,-100
"(29979, 8604)",0.0,0,6,0.0,0.018671382756084914,-100
"(8475, 8494)",0.043478260869565216,1,135,0.5581106265512472,0.021441767320833582,-2
"(38094, 38686)",0.0,0,323,0.0,0.03400013142042371,-100
"(7746, 7748)",0.0,0,0,0.0,0.015258698535195715,-100
"(38551, 38562)",0.0,0,156,0.0,0.018022201426905013,-100
"(8783, 8784)",0.0,0,0,0.0,0.015258698535195715,-100
"(29687, 29690)",0.0,0,0,0.0,0.016021633461955502,-100
"(33761, 18509)",0.0,0,1,0.0,0.016021633461955502,-100
"(13088, 21193)",0.0,0,2,0.0,0.016021633461955502,-100
"(38081, 11660)",0.0,0,12,0.0,0.019920230937698007,-100
"(38509, 38754)",0.06060606060606061,2,300,0.6527371895991351,0.03041686524190318,-2
"(46621, 38856)",0.0,0,13,0.0,0.03359474938792642,-100
"(38528, 38772)",0.0,0,112,0.0,0.020468833441598173,-3
"(42205, 42206)",0.0,0,0,0.0,0.015258698535195715,-100
"(38725, 38200)",0.0,0,221,0.0,0.03682330145386538,-100
"(38508, 38746)",0.0,0,182,0.0,0.02729953358544808,-4
"(1045, 42142)",0.0,0,0,0.0,0.016021633461955502,-100
"(38570, 27422)",0.0,0,0,0.0,0.018803370498414358,-100
"(15391, 24199)",0.0,0,0,0.0,0.015258698535195715,-100
"(16415, 37846)",0.0,0,0,0.0,0.016021633461955502,-100
"(8426, 2179)",0.0,0,9,0.0,0.017707719650094628,-100
"(1740, 8727)",0.0,0,0,0.0,0.016021633461955502,-100
"(38103, 42316)",0.0,0,10,0.0,0.017716111934288986,-100
"(38213, 13176)",0.0,0,19,0.0,0.03179042217155519,-100
"(37995, 38142)",0.037037037037037035,1,195,0.3789231816899512,0.025094214981306977,-3
"(34390, 34394)",0.0,0,0,0.0,0.01609792695463148,-100
"(38552, 39761)",0.0,0,16,0.0,0.019348792677554925,-100
"(8409, 8483)",0.0,0,144,0.0,0.021133297471246065,-100
"(32126, 38019)",0.0,0,240,0.0,0.018463025227586815,-100
"(38696, 38727)",0.047619047619047616,1,105,0.36926937306885504,0.03251789246497071,-100
"(38646, 38649)",0.058823529411764705,1,80,0.3789231816899512,0.02031464624601343,-100
"(28778, 28780)",0.0,0,0,0.0,0.015258698535195715,-100
"(38176, 38763)",0.0,0,182,0.0,0.03875368754606866,-100
"(38044, 38109)",0.0,0,105,0.0,0.019002925436314485,-100
"(11190, 38572)",0.0,0,45,0.0,0.017021078216010822,-100
"(38195, 38295)",0.0,0,121,0.0,0.03261780074674331,-4
"(10799, 38236)",0.0,0,13,0.0,0.03160034834805949,-100
"(38108, 38193)",0.0,0,117,0.0,0.029094061513033023,-100
"(35564, 42120)",0.0,0,0,0.0,0.015258698535195715,-100
"(8536, 8517)",0.0,0,153,0.0,0.02932066765915624,-100
"(38522, 38530)",0.041666666666666664,1,150,0.3396232718951086,0.01991260158843041,-100
"(21384, 21387)",0.0,0,0,0.0,0.015258698535195715,-100
"(18454, 8632)",0.0,0,19,0.0,0.03659985971767918,-100
"(35502, 35503)",0.0,0,0,0.0,0.015258698535195715,-100
"(8284, 8286)",0.0,0,0,0.0,0.015258698535195715,-100
"(16355, 8065)",0.0,0,3,0.0,0.01609792695463148,-100
"(38824, 39029)",0.0,0,130,0.0,0.04869606414463451,-100
"(8551, 8646)",0.0,0,192,0.0,0.03895450501157363,-100
"(14623, 37071)",0.0,0,0,0.0,0.016021633461955502,-100
"(1091, 20178)",0.0,0,0,0.0,0.016021633461955502,-100
"(27980, 37803)",0.0,0,0,0.0,0.015258698535195715,-100
"(38756, 38767)",0.0,0,170,0.0,0.03848416489888559,-100
"(38562, 28128)",0.0,0,13,0.0,0.017861985092285457,-100
"(1050, 10835)",0.0,0,0,0.0,0.015258698535195715,-100
"(6700, 8564)",0.0,0,9,0.0,0.021361877635198784,-100
"(38052, 8603)",0.0,0,110,0.0,0.025137310810221362,-100
"(2388, 33881)",0.0,0,0,0.0,0.015258698535195715,-100
"(38008, 38115)",0.0,0,140,0.0,0.025191730256647005,-3
"(38509, 21223)",0.0,0,0,0.0,0.015258698535195715,-100
"(8595, 8647)",0.14285714285714285,2,63,0.8035638549721068,0.031140509050452243,-2
"(21549, 28067)",0.0,0,6,0.0,0.016021633461955502,-100
"(38609, 30874)",0.0,0,16,0.0,0.025664760912759717,-100
"(8474, 38753)",0.0,0,88,0.0,0.025712365931230427,-100
"(1688, 8438)",0.0,0,72,0.0,0.016860861881391263,-100
"(38038, 38254)",0.0,0,120,0.0,0.026370831774113486,-3
"(8565, 8627)",0.0,0,70,0.0,0.027977601912130546,-100
"(38735, 38875)",0.0,0,306,0.0,0.053973757320269,-3
"(30673, 27426)",0.0,0,2,0.0,0.016876120579926462,-100
"(38103, 18884)",0.0,0,0,0.0,0.0169531770075292,-100
"(558, 559)",0.0,0,0,0.0,0.015258698535195715,-100
"(38102, 38241)",0.029411764705882353,1,304,0.40242960438184466,0.047892565356360474,-4
"(4541, 13922)",0.0,0,15,0.0,0.018995858980435848,-100
"(13913, 13923)",0.0,0,0,0.0,0.015258698535195715,-100
"(38553, 38856)",0.0,0,143,0.0,0.03923062598539363,-3
"(38551, 38719)",0.05555555555555555,1,84,0.3396232718951086,0.018759077853480362,-100
"(8429, 8516)",0.0,0,70,0.0,0.01770009030082703,-100
"(38653, 28956)",0.0,0,10,0.0,0.020171260644975014,-100
"(8247, 32034)",0.0,0,16,0.0,0.01678456838871529,-100
"(32184, 38802)",0.0,0,20,0.0,0.03620451270560185,-100
"(8410, 38270)",0.0,0,117,0.0,0.028351749602348066,-100
"(49147, 49173)",0.0,0,0,0.0,0.015258698535195715,-100
"(2199, 8115)",0.0,0,0,0.0,0.015258698535195715,-100
"(5576, 8571)",0.0,0,27,0.0,0.021931062544147627,-100
"(46199, 46202)",0.0,0,0,0.0,0.015258698535195715,-100
"(8493, 38659)",0.0,0,117,0.0,0.024561285709005107,-100
"(20252, 31205)",0.0,0,2,0.0,0.016021633461955502,-100
"(8634, 8652)",0.0,0,70,0.0,0.034138175355460466,-100
"(8448, 38841)",0.0,0,160,0.0,0.03852951220217429,-100
"(40543, 38209)",0.0,0,17,0.0,0.02782031614026361,-100
"(3669, 10382)",0.0,0,1,0.0,0.015258698535195715,-100
"(25120, 38808)",0.0,0,8,0.0,0.0239430056628627,-100
"(38628, 38734)",0.041666666666666664,1,154,0.3898712452512801,0.029319110249572844,-2
"(44398, 44401)",0.0,0,0,0.0,0.015258698535195715,-100
"(38590, 21879)",0.0,0,150,0.0,0.01678456838871529,-100
"(37986, 8547)",0.0,0,108,0.0,0.021385228815019516,-100
"(37985, 38216)",0.0,0,81,0.0,0.02257397136568043,-4
"(38054, 38289)",0.03125,1,252,0.3396232718951086,0.0349920642943021,-3
"(8498, 38064)",0.0,0,160,0.0,0.02529663231372402,-100
"(38557, 38642)",0.0,0,84,0.0,0.019442596671202433,-3
"(38020, 38052)",0.0,0,130,0.0,0.016860861881391263,-100
"(8466, 8627)",0.0,0,70,0.0,0.02349882736700687,-100
"(1643, 38109)",0.0,0,105,0.0,0.017970674480408497,-6
"(38062, 38299)",0.038461538461538464,1,180,0.36926937306885504,0.04093724410280668,-2
"(46205, 46207)",0.0,0,0,0.0,0.015258698535195715,-100
"(8630, 44139)",0.0,0,7,0.0,0.022827044922220777,-100
"(38190, 38254)",0.0,0,80,0.0,0.027773135107619744,-100
"(11090, 38170)",0.0,0,18,0.0,0.024647099019774354,-100
"(36345, 36349)",0.0,0,0,0.0,0.016021633461955502,-100
"(38573, 38843)",0.03225806451612903,1,255,0.40242960438184466,0.0339705876427601,-3
"(3094, 3097)",0.0,0,0,0.0,0.016021633461955502,-100
"(38593, 38601)",0.0,0,228,0.0,0.021516908781770153,-100
"(2844, 14488)",0.0,0,0,0.0,0.015258698535195715,-100
"(45966, 1296)",0.0,0,2,0.0,0.01609792695463148,-100
"(33346, 41311)",0.0,0,0,0.0,0.015258698535195715,-100
"(2280, 31760)",0.0,0,0,0.0,0.015258698535195715,-100
"(43784, 10039)",0.0,0,1,0.0,0.016021633461955502,-100
"(8562, 8576)",0.05,1,104,0.3898712452512801,0.02755054891140172,-100
"(28453, 33018)",0.0,0,0,0.0,0.015258698535195715,-100
"(28798, 28799)",0.0,0,0,0.0,0.015258698535195715,-100
"(38812, 38877)",0.02857142857142857,1,323,0.36926937306885504,0.060987526408213914,-100
"(8943, 22010)",0.0,0,0,0.0,0.016021633461955502,-100
"(3576, 38190)",0.0,0,0,0.0,0.01935416216016402,-100
"(8247, 38582)",0.0,0,176,0.0,0.019817547525905407,-1
"(38274, 14722)",0.0,0,40,0.0,0.02763054216545283,-100
"(532, 534)",0.0,0,0,0.0,0.015258698535195715,-100
"(38557, 38594)",0.025,1,420,0.3898712452512801,0.02108119664509764,-100
"(26947, 38845)",0.0,0,12,0.0,0.030492337114697836,-100
"(8458, 38779)",0.0,0,192,0.0,0.02848234462222741,-100
"(8467, 42342)",0.0,0,9,0.0,0.019775273301613647,-100
"(52735, 52736)",0.0,0,0,0.0,0.015258698535195715,-100
"(23045, 25394)",0.0,0,0,0.0,0.015258698535195715,-100
"(37994, 38623)",0.0,0,204,0.0,0.025009958668136264,-100
"(1812, 38307)",0.0,0,8,0.0,0.028124985215891695,-100
"(41953, 41956)",0.0,0,0,0.0,0.015258698535195715,-100
"(17084, 17085)",0.0,0,0,0.0,0.016021633461955502,-100
"(38548, 38653)",0.043478260869565216,1,140,0.3898712452512801,0.022543988267197945,-7
"(17075, 17078)",0.0,0,3,0.0,0.015258698535195715,-100
"(7152, 23616)",0.0,0,0,0.0,0.016021633461955502,-100
"(38682, 38187)",0.0,0,130,0.0,0.02756624249810387,-100
"(38760, 38593)",0.0,0,144,0.0,0.025556489971555955,-100
"(8463, 8513)",0.045454545454545456,1,132,0.3459762562611936,0.01985410379706028,-2
"(4330, 12378)",0.0,0,2,0.0,0.016021633461955502,-100
"(17337, 38056)",0.0,0,15,0.0,0.01678456838871529,-100
"(41721, 41723)",0.0,0,0,0.0,0.016860861881391263,-100
"(31764, 17116)",0.0,0,5,0.0,0.01947772868017733,-100
"(38044, 8485)",0.0,0,210,0.0,0.02000362735454212,-100
"(50182, 38524)",0.0,0,21,0.0,0.01762379680815105,-100
"(13301, 31665)",0.0,0,1,0.0,0.015258698535195715,-100
"(790, 24873)",0.0,0,0,0.0,0.016021633461955502,-100
"(21512, 21514)",0.0,0,0,0.0,0.015258698535195715,-100
"(38512, 20748)",0.0,0,19,0.0,0.01618276531848717,-100
"(38065, 38176)",0.08695652173913043,2,154,0.7385387461377101,0.028695219641013837,-2
"(14394, 14407)",0.0,0,1,0.0,0.01678456838871529,-100
"(10771, 29397)",0.0,0,0,0.0,0.015258698535195715,-100
"(8421, 38854)",0.0,0,252,0.0,0.05231379580928987,-100
"(18531, 18532)",0.0,0,0,0.0,0.015258698535195715,-100
"(18342, 21711)",0.0,0,0,0.0,0.01609792695463148,-100
"(14709, 14720)",0.0,0,0,0.0,0.017631426157418646,-100
"(13042, 38163)",0.0,0,15,0.0,0.02281011367196304,-100
"(38635, 38672)",0.03333333333333333,1,240,0.3459762562611936,0.026895617829957183,-4
"(38245, 38265)",0.06666666666666667,1,48,0.3789231816899512,0.03638262421298301,-2
"(3836, 40934)",0.0,0,14,0.0,0.016021633461955502,-100
"(28069, 51749)",0.0,0,2,0.0,0.016021633461955502,-100
"(5946, 5947)",0.0,0,0,0.0,0.015258698535195715,-100
"(27069, 27070)",0.0,0,0,0.0,0.015258698535195715,-100
"(38319, 52198)",0.0,0,0,0.0,0.015258698535195715,-100
"(1204, 35652)",0.0,0,0,0.0,0.015258698535195715,-100
"(14252, 52757)",0.0,0,2,0.0,0.01678456838871529,-100
"(41805, 41807)",0.0,0,0,0.0,0.015258698535195715,-100
"(10742, 21161)",0.0,0,0,0.0,0.015258698535195715,-100
"(38702, 8545)",0.0,0,68,0.0,0.024810998582969177,-100
"(38670, 38735)",0.07142857142857142,2,221,0.8501677200318429,0.03238387158498429,-2
"(2475, 38643)",0.0,0,12,0.0,0.019049944200328777,-100
"(25871, 25932)",0.0,0,12,0.0,0.01678456838871529,-100
"(38097, 38301)",0.041666666666666664,1,150,0.36926937306885504,0.04350929884293127,-3
"(29075, 38793)",0.0,0,9,0.0,0.02503417165162091,-100
"(8530, 39539)",0.0,0,20,0.0,0.02361342496897883,-100
"(38543, 38308)",0.0,0,323,0.0,0.044710260589896564,-100
"(38607, 38283)",0.0,0,192,0.0,0.03855699788657947,-100
"(38560, 38786)",0.0,0,128,0.0,0.03306208171838159,-3
"(1688, 8669)",0.0,0,104,0.0,0.03291049108026788,-3
"(2788, 21244)",0.0,0,0,0.0,0.01609792695463148,-100
"(28954, 38253)",0.0,0,9,0.0,0.025329089274482616,-100
"(2327, 47759)",0.0,0,0,0.0,0.015258698535195715,-100
"(26549, 31393)",0.0,0,0,0.0,0.015258698535195715,-100
"(44138, 44139)",0.0,0,0,0.0,0.016021633461955502,-100
"(49787, 49789)",0.0,0,0,0.0,0.016021633461955502,-100
"(6824, 11569)",0.0,0,0,0.0,0.015258698535195715,-100
"(3681, 39870)",0.0,0,2,0.0,0.01678456838871529,-100
"(38133, 38848)",0.0,0,380,0.0,0.05684133614022857,-100
"(8483, 38705)",0.0,0,180,0.0,0.029773739548488103,-100
"(34573, 28351)",0.0,0,2,0.0,0.01678456838871529,-100
"(40554, 38671)",0.0,0,11,0.0,0.020871518651716353,-100
"(15072, 3276)",0.0,0,1,0.0,0.016021633461955502,-100
"(51669, 51670)",0.0,0,0,0.0,0.015258698535195715,-100
"(38112, 38195)",0.0,0,88,0.0,0.024613949741345818,-100
"(40658, 51456)",0.0,0,0,0.0,0.015258698535195715,-100
"(38006, 42672)",0.0,0,0,0.0,0.015258698535195715,-100
"(586, 8583)",0.0,0,192,0.0,0.02466661955673327,-4
"(21218, 8779)",0.0,0,0,0.0,0.015258698535195715,-100
"(26883, 32656)",0.0,0,0,0.0,0.016021633461955502,-100
"(8443, 8641)",0.0,0,130,0.0,0.034502656416016776,-3
"(754, 1465)",0.0,0,2,0.0,0.015258698535195715,-100
"(37320, 37328)",0.0,0,2,0.0,0.01609792695463148,-100
"(8440, 8450)",0.0,0,70,0.0,0.019792057870002364,-100
"(8546, 38300)",0.0,0,126,0.0,0.039713928621885206,-100
"(7499, 34233)",0.0,0,2,0.0,0.015258698535195715,-100
"(11765, 11767)",0.0,0,0,0.0,0.015258698535195715,-100
"(1569, 34471)",0.0,0,1,0.0,0.016106319238825835,-100
"(8480, 8477)",0.05,1,104,0.43429448190325176,0.022188436474954852,-100
"(37999, 38225)",0.038461538461538464,1,176,0.45511961331341866,0.029280220976817393,-2
"(15543, 49304)",0.0,0,0,0.0,0.016021633461955502,-100
"(46695, 46702)",0.0,0,0,0.0,0.016021633461955502,-100
"(557, 50076)",0.0,0,0,0.0,0.015258698535195715,-100
"(45617, 6656)",0.0,0,0,0.0,0.015258698535195715,-100
"(8496, 8665)",0.0,0,63,0.0,0.030937694846915637,-4
"(38718, 39032)",0.0,0,209,0.0,0.05429167423447518,-3
"(8460, 8639)",0.037037037037037035,1,195,0.48089834696298783,0.0322704321411192,-4
"(38549, 38257)",0.0,0,108,0.0,0.023284784363511717,-100
"(12938, 38184)",0.0,0,90,0.0,0.02371320191913314,-3
"(38030, 38757)",0.0,0,143,0.0,0.025849187270676408,-100
"(38640, 38726)",0.05,1,108,0.3459762562611936,0.027458401821681407,-100
"(21660, 38148)",0.037037037037037035,1,192,0.3789231816899512,0.026122676836157915,-2
"(49555, 48777)",0.0,0,1,0.0,0.016021633461955502,-100
"(24780, 24782)",0.0,0,0,0.0,0.015258698535195715,-100
"(26165, 26168)",0.0,0,0,0.0,0.015258698535195715,-100
"(38118, 38223)",0.0,0,190,0.0,0.04054543263036149,-100
"(46668, 39033)",0.0,0,12,0.0,0.0367930021875199,-100
"(38088, 38248)",0.047619047619047616,1,117,0.3396232718951086,0.029469686672512315,-100
"(43646, 8609)",0.0,0,20,0.0,0.020613019071459494,-100
"(37991, 38309)",0.0,0,117,0.0,0.037679339877940324,-3
"(38724, 38578)",0.0,0,182,0.0,0.02633865687802666,-100
"(44142, 39331)",0.0,0,3,0.0,0.01678456838871529,-100
"(24734, 24735)",0.0,0,0,0.0,0.01678456838871529,-100
"(38020, 37049)",0.0,0,0,0.0,0.016860861881391263,-100
"(37993, 38812)",0.0,0,323,0.0,0.033564280040497704,-100
"(8560, 8660)",0.03571428571428571,1,210,0.36926937306885504,0.04431386194068683,-3
"(38029, 48001)",0.0,0,18,0.0,0.017903198837029018,-100
"(36381, 36384)",0.0,0,0,0.0,0.015258698535195715,-100
"(38144, 48591)",0.0,0,36,0.0,0.027769551175025196,-100
"(46961, 46967)",0.0,0,0,0.0,0.015258698535195715,-100
"(42072, 42075)",0.0,0,0,0.0,0.015258698535195715,-100
"(38590, 38105)",0.0,0,200,0.0,0.02285275208324209,-100
"(7690, 38806)",0.0,0,18,0.0,0.036218428585260504,-100
"(38720, 41670)",0.0,0,39,0.0,0.023367939784471162,-100
"(17075, 17089)",0.25,1,6,0.6213349345596119,0.01609792695463148,-100
"(32949, 32952)",0.0,0,0,0.0,0.015258698535195715,-100
"(38782, 38705)",0.037037037037037035,1,180,0.3789231816899512,0.046279561193134006,-100
"(38172, 38249)",0.08333333333333333,2,160,0.7183299840043311,0.03854690526457254,-100
"(8436, 8627)",0.0,0,56,0.0,0.02264434024903591,-100
"(10680, 38698)",0.0,0,24,0.0,0.023546779848931276,-100
"(38648, 38857)",0.04,1,153,0.40242960438184466,0.04234867900445133,-5
"(8548, 38301)",0.0,0,180,0.0,0.04201829511556461,-100
"(38515, 38754)",0.02857142857142857,1,320,0.318928988903801,0.03041686524190318,-2
"(38671, 38029)",0.0,0,198,0.0,0.022753084026789872,-100
